EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,YearlyIncome
5845,8136,Travel_Rarely,192,Research & Development,10,2.0,Life Sciences,1.0,Male,69,3.0,1.0,Research Scientist,4.0,Married,2654,9655,3,No,21,4.0,4.0,80,2.0,8,3,2.0,2,2,0,2,0,31848
5846,31,Travel_Rarely,480,Research & Development,7,2.0,Medical,2.0,Female,31,3.0,2.0,Manufacturing Director,1.0,Married,4306,4156,1,No,12,3.0,2.0,80,1.0,13,5,1.0,13,4174,3,12,1,51672
5847,31,Travel_Rarely,480,Research & Development,7,2.0,Medical,2.0,Female,31,3.0,2.0,Manufacturing Director,1.0,Married,4306,4156,1,No,12,3.0,2.0,80,1.0,13,5,1.0,13,4174,3,12,0,51672
5848,31,Travel_Rarely,480,Research & Development,7,2.0,Medical,2.0,Female,31,3.0,2.0,Manufacturing Director,1.0,Married,4306,4156,1,No,12,3.0,2.0,80,1.0,13,5,1.0,13,4174,3,12,1,51672
5849,45,Travel_Rarely,1449,Sales,2,3.0,Marketing,1.0,Female,94,1.0,5.0,Manager,2.0,Single,18824,2493,2,Yes,16,3.0,1.0,80,0.0,26,2,3.0,1488,10,1,11,0,225888
5850,45,Travel_Rarely,1449,Sales,2,3.0,Marketing,1.0,Female,94,1.0,5.0,Manager,2.0,Single,18824,2493,2,Yes,16,3.0,1.0,80,0.0,26,2,3.0,1488,10,1,11,1,225888
5851,45,Travel_Rarely,1449,Sales,2,3.0,Marketing,1.0,Female,94,1.0,5.0,Manager,2.0,Single,18824,2493,2,Yes,16,3.0,1.0,80,0.0,26,2,3.0,1488,10,1,11,0,225888
5852,35,Travel_Frequently,1182,Sales,11,2.0,Marketing,4.0,Male,54,3.0,2.0,Sales Executive,4.0,Divorced,4968,18500,1,No,11,3.0,4.0,80,1.0,5,3,3.0,5,2,0,4528,1,59616
5853,35,Travel_Frequently,1182,Sales,11,2.0,Marketing,4.0,Male,54,3.0,2.0,Sales Executive,4.0,Divorced,4968,18500,1,No,11,3.0,4.0,80,1.0,5,3,3.0,5,2,0,4528,0,59616
5854,38,Travel_Rarely,437,Sales,16,3.0,Life Sciences,2.0,Female,90,3.0,2.0,Sales Executive,2.0,Single,4198,16379,2,No,12,3.0,2.0,80,0.0,8,5,4.0,3,2,1,2,1,50376
5855,59,Travel_Rarely,1429,Research & Development,18,4.0,Medical,4.0,Male,67,3.0,3.0,Manufacturing Director,4.0,Single,10512,20002,6,No,12,3.0,4.0,80,0.0,25,6,2.0,9,7,5,4,0,126144
5856,38,Travel_Frequently,216,Research & Development,380120,3.0,Life Sciences,4.0,Male,44,2.0,3.0,Manufacturing Director,3.0,Single,9526,8787,0,No,21,4.0,2.0,80,0.0,10,2,3.0,9,7,1,8,1,114312
5857,36,Travel_Rarely,676,Research & Development,1,3.0,Other,3.0,Female,35,3.0,2.0,Manufacturing Director,2.0,Married,5228,23361,0,No,15,3.0,1.0,80,1.0,10,2,3.0,5359,7,0,5,1,62736
5858,7390,Travel_Rarely,1400,Research & Development,7,3.0,Life Sciences,4.0,Male,49,1.0,3.0,Manufacturing Director,4.0,Single,7260,21698,4,No,11,3.0,1.0,80,0.0,37,3,2.0,6,4,0,2,0,87120
5859,31,Travel_Rarely,1274,Research & Development,9,1.0,Life Sciences,3.0,Male,33,3.0,3.0,Manufacturing Director,2.0,Divorced,10648,14394,1,No,25,4.0,4.0,80,1.0,13,6,4.0,13,8,0,8,1,127776
5860,31,Travel_Rarely,1274,Research & Development,9,1.0,Life Sciences,3.0,Male,33,3.0,3.0,Manufacturing Director,2.0,Divorced,10648,14394,1,No,25,4.0,4.0,80,1.0,13,6,4.0,13,8,0,8,1,127776
5861,31,Travel_Rarely,1274,Research & Development,9,1.0,Life Sciences,3.0,Male,33,3.0,3.0,Manufacturing Director,2.0,Divorced,10648,14394,1,No,25,4.0,4.0,80,1.0,13,6,4.0,13,8,0,8,0,127776
5862,31,Travel_Rarely,1079,Sales,10,2.0,Medical,3.0,Female,86,3.0,2.0,Sales Executive,4.0,Divorced,6583,20115,2,Yes,11,3.0,4.0,80,1.0,8,2,3.0,2744,2,1,4,1,78996
5863,31,Travel_Rarely,1079,Sales,10,2.0,Medical,3.0,Female,86,3.0,2.0,Sales Executive,4.0,Divorced,6583,20115,2,Yes,11,3.0,4.0,80,1.0,8,2,3.0,2744,2,1,4,1,78996
5864,2993,Travel_Rarely,277,Research & Development,6,3.0,Life Sciences,1.0,Male,97,2.0,2.0,Healthcare Representative,3.0,Single,4240,13119,2,No,13,3.0,4.0,80,0.0,19,0,3.0,2,2,2,2,1,50880
5865,2993,Travel_Rarely,277,Research & Development,6,3.0,Life Sciences,1.0,Male,97,2.0,2.0,Healthcare Representative,3.0,Single,4240,13119,2,No,13,3.0,4.0,80,0.0,19,0,3.0,2,2,2,2,0,50880
5866,30,Travel_Rarely,201,Research & Development,5,3.0,Technical Degree,4.0,Female,84,3.0,1.0,Research Scientist,1.0,Divorced,3204,10415,5,No,14,3.0,4.0,80,1.0,8,3,3.0,3,2,2,2,1,38448
5867,30,Travel_Rarely,201,Research & Development,5,3.0,Technical Degree,4.0,Female,84,3.0,1.0,Research Scientist,1.0,Divorced,3204,10415,5,No,14,3.0,4.0,80,1.0,8,3,3.0,3,2,2,2,1,38448
5868,47,Travel_Rarely,1001,Research & Development,4,3.0,Life Sciences,3.0,Female,92,2.0,3.0,Manufacturing Director,2.0,Divorced,10333,19271,8,Yes,12,3.0,3.0,80,1.0,28,4,3.0,22,11,14,10,1,123996
5869,39,Travel_Rarely,1089,Research & Development,6,3.0,Life Sciences,2.0,Female,32,3.0,3.0,Manufacturing Director,2.0,Single,8376,9150,4,No,18,3.0,4.0,80,0.0,9,3,3.0,2,0,2,2,1,100512
5870,41,Non-Travel,256,Sales,10,2.0,Medical,3.0,Male,40,1.0,2.0,Sales Executive,2.0,Single,6151,22074,1,No,13,3.0,1.0,80,0.0,8270,4,3.0,19,2,11,9,1,73812
5871,41,Non-Travel,256,Sales,10,2.0,Medical,3.0,Male,40,1.0,2.0,Sales Executive,2.0,Single,6151,22074,1,No,13,3.0,1.0,80,0.0,8270,4,3.0,19,2,11,9,0,73812
5872,41,Non-Travel,256,Sales,10,2.0,Medical,3.0,Male,40,1.0,2.0,Sales Executive,2.0,Single,6151,22074,1,No,13,3.0,1.0,80,0.0,8270,4,3.0,19,2,11,9,1,73812
5873,45,Non-Travel,1238,Research & Development,1,1.0,Life Sciences,3.0,Male,74,2.0,3.0,Healthcare Representative,3.0,Married,10748,3395,3,No,23,4.0,4.0,80,1.0,25,3,2.0,23,15,14,4,1,128976
5874,28,Travel_Frequently,783,Sales,1,2.0,Life Sciences,3.0,Male,42,2.0,2.0,Sales Executive,4.0,Married,6834,19255,1,Yes,12,3.0,3.0,80,1.0,7,2,3.0,7,7,0,7,0,82008
5875,21,Travel_Rarely,391,Research & Development,15,2.0,Life Sciences,3.0,Male,96,3.0,1.0,Research Scientist,4.0,Single,1232,19281,1,No,14,3.0,4.0,80,0.0,0,6,3.0,0,0,0,0,0,14784
5876,21,Travel_Rarely,391,Research & Development,15,2.0,Life Sciences,3.0,Male,96,3.0,1.0,Research Scientist,4.0,Single,1232,19281,1,No,14,3.0,4.0,80,0.0,0,6,3.0,0,0,0,0,1,14784
5877,21,Travel_Rarely,391,Research & Development,15,2.0,Life Sciences,3.0,Male,96,3.0,1.0,Research Scientist,4.0,Single,1232,19281,1,No,14,3.0,4.0,80,0.0,0,6,3.0,0,0,0,0,1,14784
5878,40,Travel_Rarely,523,Research & Development,2,3.0,Life Sciences,3.0,Male,98,3.0,2.0,Research Scientist,4.0,Single,4661,22455,1,No,13,3.0,3.0,80,0.0,9,4,3.0,9,8,8,8,1,55932
5879,40,Travel_Rarely,523,Research & Development,2,3.0,Life Sciences,3.0,Male,98,3.0,2.0,Research Scientist,4.0,Single,4661,22455,1,No,13,3.0,3.0,80,0.0,9,4,3.0,9,8,8,8,1,55932
5880,40,Travel_Rarely,523,Research & Development,2,3.0,Life Sciences,3.0,Male,98,3.0,2.0,Research Scientist,4.0,Single,4661,22455,1,No,13,3.0,3.0,80,0.0,9,4,3.0,9,8,8,8,0,55932
5881,53,Travel_Rarely,661,Sales,7,2.0,Marketing,1.0,Female,78,2.0,3.0,Sales Executive,4.0,Married,10934,20715,7,Yes,18,3.0,4.0,80,1.0,35,3,3.0,5,2,0,4,1,131208
5882,53,Travel_Rarely,661,Sales,7,2.0,Marketing,1.0,Female,78,2.0,3.0,Sales Executive,4.0,Married,10934,20715,7,Yes,18,3.0,4.0,80,1.0,35,3,3.0,5,2,0,4,1,131208
5883,39,Travel_Rarely,613,Research & Development,6,1.0,Medical,4.0,Male,42,2.0,3.0,Healthcare Representative,1.0,Married,9991,21457,4,No,15,3.0,1.0,80,1.0,9,5,3.0,7,7,1,7876,1,119892
5884,39,Travel_Rarely,613,Research & Development,6,1.0,Medical,4.0,Male,42,2.0,3.0,Healthcare Representative,1.0,Married,9991,21457,4,No,15,3.0,1.0,80,1.0,9,5,3.0,7,7,1,7876,0,119892
5885,39,Travel_Rarely,613,Research & Development,6,1.0,Medical,4.0,Male,42,2.0,3.0,Healthcare Representative,1.0,Married,9991,21457,4,No,15,3.0,1.0,80,1.0,9,5,3.0,7,7,1,7876,1,119892
5886,35,Travel_Rarely,1029,Research & Development,16,3.0,Life Sciences,4.0,Female,91,2.0,3.0,Healthcare Representative,2.0,Single,8606,21195,1,No,19,3.0,4.0,80,0.0,5787,3,1.0,11,8,3,3,1,103272
5887,32,Travel_Rarely,267,Research & Development,29,4.0,Life Sciences,3.0,Female,49,2.0,1.0,Laboratory Technician,2.0,Single,2837,15919,1,No,13,3.0,3.0,80,0.0,6,3,3.0,6,2,4,1,0,34044
5888,32,Non-Travel,976,Sales,26,4.0,Marketing,3.0,Male,100,3.0,2.0,Sales Executive,4.0,Married,4465,12069,0,No,18,3.0,1.0,80,0.0,4,2,3.0,3,2,8922,2,1,53580
5889,32,Non-Travel,976,Sales,26,4.0,Marketing,3.0,Male,100,3.0,2.0,Sales Executive,4.0,Married,4465,12069,0,No,18,3.0,1.0,80,0.0,4,2,3.0,3,2,8922,2,0,53580
5890,32,Non-Travel,976,Sales,26,4.0,Marketing,3.0,Male,100,3.0,2.0,Sales Executive,4.0,Married,4465,12069,0,No,18,3.0,1.0,80,0.0,4,2,3.0,3,2,8922,2,0,53580
5891,58,Travel_Rarely,605,Sales,21,3.0,Life Sciences,4.0,Female,72,3.0,4.0,Manager,4.0,Married,17875,11761,4,Yes,13,3.0,3.0,80,1.0,29,2,2.0,1,0,0,2702,1,214500
5892,26,Travel_Rarely,1066,Research & Development,2,2.0,Medical,4.0,Male,32,4.0,2.0,Manufacturing Director,4.0,Married,5472,3334,1,No,12,3.0,2.0,80,0.0,4958,2,3.0,8,7,1,3,1,65664
5893,26,Travel_Rarely,1066,Research & Development,2,2.0,Medical,4.0,Male,32,4.0,2.0,Manufacturing Director,4.0,Married,5472,3334,1,No,12,3.0,2.0,80,0.0,4958,2,3.0,8,7,1,3,1,65664
5894,55,Travel_Rarely,436,Sales,2,1.0,Medical,3.0,Male,37,3.0,2.0,Sales Executive,4.0,Single,5160,21519,4,No,16,3.0,3.0,80,0.0,12,3,2.0,9,7,4370,3,1,61920
5895,29,Travel_Rarely,1396,Sales,10,3.0,Life Sciences,3.0,Male,99,3.0,1.0,Sales Representative,3.0,Single,2642,2755,1,No,11,3.0,3.0,80,0.0,1,6,3.0,1,0,0,0,1,31704
5896,29,Travel_Rarely,1396,Sales,10,3.0,Life Sciences,3.0,Male,99,3.0,1.0,Sales Representative,3.0,Single,2642,2755,1,No,11,3.0,3.0,80,0.0,1,6,3.0,1,0,0,0,0,31704
5897,45,Travel_Rarely,194,Research & Development,9,3.0,Life Sciences,2.0,Male,60,3.0,2.0,Laboratory Technician,2.0,Divorced,2348,10901,8,No,18,3.0,3.0,80,1.0,20,2,1.0,17,9,0,15,1,28176
5898,43,Travel_Rarely,574,Research & Development,11,3.0,Life Sciences,1.0,Male,30,3.0,3.0,Healthcare Representative,3.0,Married,7510,16873,1,No,17,3.0,2.0,80,1.0,3077,1,3.0,10,9,0,9,0,90120
5899,43,Travel_Rarely,574,Research & Development,11,3.0,Life Sciences,1.0,Male,30,3.0,3.0,Healthcare Representative,3.0,Married,7510,16873,1,No,17,3.0,2.0,80,1.0,3077,1,3.0,10,9,0,9,1,90120
5900,43,Travel_Rarely,574,Research & Development,11,3.0,Life Sciences,1.0,Male,30,3.0,3.0,Healthcare Representative,3.0,Married,7510,16873,1,No,17,3.0,2.0,80,1.0,3077,1,3.0,10,9,0,9,0,90120
5901,34,Travel_Rarely,121,Research & Development,2,4.0,Medical,3.0,Female,86,2.0,1.0,Research Scientist,1.0,Single,4381,7530,1,No,11,3.0,3.0,80,0.0,6,3,3.0,6,5,1,3,0,52572
5902,34,Travel_Rarely,121,Research & Development,2,4.0,Medical,3.0,Female,86,2.0,1.0,Research Scientist,1.0,Single,4381,7530,1,No,11,3.0,3.0,80,0.0,6,3,3.0,6,5,1,3,1,52572
5903,19,Travel_Rarely,419,Sales,21,3.0,Other,4.0,Male,37,2.0,1.0,Sales Representative,2.0,Single,2121,9947,1,Yes,13,3.0,2.0,80,0.0,1,3,4.0,1,0,0,0,1,25452
5904,19,Travel_Rarely,419,Sales,21,3.0,Other,4.0,Male,37,2.0,1.0,Sales Representative,2.0,Single,2121,9947,1,Yes,13,3.0,2.0,80,0.0,1,3,4.0,1,0,0,0,1,25452
5905,35,Travel_Rarely,755,Research & Development,9,4.0,Life Sciences,3.0,Male,97,2.0,2.0,Healthcare Representative,2.0,Single,6540,19394,9,No,19,3.0,3.0,80,0.0,8575,5,3.0,1,1,0,0,1,78480
5906,35,Travel_Rarely,755,Research & Development,9,4.0,Life Sciences,3.0,Male,97,2.0,2.0,Healthcare Representative,2.0,Single,6540,19394,9,No,19,3.0,3.0,80,0.0,8575,5,3.0,1,1,0,0,0,78480
5907,35,Travel_Rarely,755,Research & Development,9,4.0,Life Sciences,3.0,Male,97,2.0,2.0,Healthcare Representative,2.0,Single,6540,19394,9,No,19,3.0,3.0,80,0.0,8575,5,3.0,1,1,0,0,1,78480
5908,18,Non-Travel,1431,Research & Development,14,3.0,Medical,2.0,Female,33,3.0,1.0,Research Scientist,3.0,Single,1514,8018,1,No,16,3.0,3.0,80,0.0,2270,4,1.0,0,0,0,0,1,18168
5909,18,Non-Travel,1431,Research & Development,14,3.0,Medical,2.0,Female,33,3.0,1.0,Research Scientist,3.0,Single,1514,8018,1,No,16,3.0,3.0,80,0.0,2270,4,1.0,0,0,0,0,1,18168
5910,47,Travel_Frequently,217,Sales,3,3.0,Medical,4.0,Female,49,3.0,4.0,Sales Executive,3.0,Divorced,13770,10225,9,Yes,12,3.0,4.0,80,2.0,28,2,2.0,22,2,11,13,1,165240
5911,42,Travel_Frequently,288,Research & Development,2,3.0,Life Sciences,4.0,Male,40,3.0,3.0,Healthcare Representative,4.0,Married,10124,18611,2,Yes,14,3.0,3.0,80,1.0,24,3,1.0,5581,8,13,9,1,121488
5912,42,Travel_Frequently,288,Research & Development,2,3.0,Life Sciences,4.0,Male,40,3.0,3.0,Healthcare Representative,4.0,Married,10124,18611,2,Yes,14,3.0,3.0,80,1.0,24,3,1.0,5581,8,13,9,0,121488
5913,42,Travel_Frequently,288,Research & Development,2,3.0,Life Sciences,4.0,Male,40,3.0,3.0,Healthcare Representative,4.0,Married,10124,18611,2,Yes,14,3.0,3.0,80,1.0,24,3,1.0,5581,8,13,9,1,121488
5914,33,Travel_Frequently,827,Research & Development,1,4.0,Other,3.0,Female,84,4.0,2.0,Healthcare Representative,2.0,Married,5488,20161,1,Yes,13,3.0,1.0,80,1.0,6,2,3.0,6,4713,1,2,1,65856
5915,33,Travel_Frequently,827,Research & Development,1,4.0,Other,3.0,Female,84,4.0,2.0,Healthcare Representative,2.0,Married,5488,20161,1,Yes,13,3.0,1.0,80,1.0,6,2,3.0,6,4713,1,2,1,65856
5916,46,Travel_Rarely,168,Sales,4,2.0,Marketing,4.0,Female,33,2.0,5.0,Manager,2.0,Married,18789,9946,2,No,14,3.0,3.0,80,1.0,26,2,3.0,9676,4,0,8,0,225468
5917,43,Travel_Rarely,920,Research & Development,3,3.0,Life Sciences,3.0,Male,96,1.0,5.0,Research Director,4.0,Married,19740,18625,3,No,14,3.0,2.0,80,1.0,25,2,3.0,8,7,0,7,1,236880
5918,43,Travel_Rarely,920,Research & Development,3,3.0,Life Sciences,3.0,Male,96,1.0,5.0,Research Director,4.0,Married,19740,18625,3,No,14,3.0,2.0,80,1.0,25,2,3.0,8,7,0,7,1,236880
5919,43,Travel_Rarely,920,Research & Development,3,3.0,Life Sciences,3.0,Male,96,1.0,5.0,Research Director,4.0,Married,19740,18625,3,No,14,3.0,2.0,80,1.0,25,2,3.0,8,7,0,7,1,236880
5920,25,Travel_Rarely,959,Sales,28,3.0,Life Sciences,1.0,Male,41,2.0,2.0,Sales Executive,3.0,Married,8639,24835,2,No,18,3.0,4.0,80,0.0,6,3,3.0,2,2,2,2,0,103668
5921,29,Travel_Rarely,352,Human Resources,6,1.0,Medical,4.0,Male,87,2.0,1.0,Human Resources,2.0,Married,2804,15434,1,No,11,3.0,4.0,80,0.0,1,3,3.0,1,0,0,0,1,33648
5922,29,Travel_Rarely,352,Human Resources,6,1.0,Medical,4.0,Male,87,2.0,1.0,Human Resources,2.0,Married,2804,15434,1,No,11,3.0,4.0,80,0.0,1,3,3.0,1,0,0,0,1,33648
5923,5672,Travel_Rarely,921,Research & Development,2,3.0,Life Sciences,3.0,Female,96,4.0,3.0,Healthcare Representative,4.0,Married,7879,14810,1,Yes,19,3.0,2.0,80,1.0,9,2,3.0,8,7,6,7,1,94548
5924,5672,Travel_Rarely,921,Research & Development,2,3.0,Life Sciences,3.0,Female,96,4.0,3.0,Healthcare Representative,4.0,Married,7879,14810,1,Yes,19,3.0,2.0,80,1.0,9,2,3.0,8,7,6,7,1,94548
5925,5672,Travel_Rarely,921,Research & Development,2,3.0,Life Sciences,3.0,Female,96,4.0,3.0,Healthcare Representative,4.0,Married,7879,14810,1,Yes,19,3.0,2.0,80,1.0,9,2,3.0,8,7,6,7,1,94548
5926,28,Non-Travel,1103,Research & Development,16,3.0,Medical,3.0,Male,49,3.0,1.0,Research Scientist,3.0,Single,2144,2122,1,No,14,3.0,3.0,80,0.0,5,3,2.0,5,3606,1,4,1,25728
5927,28,Non-Travel,1103,Research & Development,16,3.0,Medical,3.0,Male,49,3.0,1.0,Research Scientist,3.0,Single,2144,2122,1,No,14,3.0,3.0,80,0.0,5,3,2.0,5,3606,1,4,1,25728
5928,28,Non-Travel,1103,Research & Development,16,3.0,Medical,3.0,Male,49,3.0,1.0,Research Scientist,3.0,Single,2144,2122,1,No,14,3.0,3.0,80,0.0,5,3,2.0,5,3606,1,4,1,25728
5929,21,Travel_Frequently,251,Research & Development,10,2.0,Life Sciences,1.0,Female,45,2.0,1.0,Laboratory Technician,3.0,Single,2625,25308,1,No,20,4.0,3.0,80,0.0,2,2,1.0,2,2,2,6788,0,31500
5930,21,Travel_Frequently,251,Research & Development,10,2.0,Life Sciences,1.0,Female,45,2.0,1.0,Laboratory Technician,3.0,Single,2625,25308,1,No,20,4.0,3.0,80,0.0,2,2,1.0,2,2,2,6788,0,31500
5931,21,Travel_Frequently,251,Research & Development,10,2.0,Life Sciences,1.0,Female,45,2.0,1.0,Laboratory Technician,3.0,Single,2625,25308,1,No,20,4.0,3.0,80,0.0,2,2,1.0,2,2,2,6788,1,31500
5932,52,Travel_Rarely,258,Research & Development,8,4.0,Other,3.0,Female,54,3.0,1.0,Laboratory Technician,1.0,Married,2950,17363,9,No,13,3.0,3.0,80,0.0,4176,2,1.0,5,4,0,4,1,35400
5933,52,Travel_Rarely,258,Research & Development,8,4.0,Other,3.0,Female,54,3.0,1.0,Laboratory Technician,1.0,Married,2950,17363,9,No,13,3.0,3.0,80,0.0,4176,2,1.0,5,4,0,4,1,35400
5934,43,Non-Travel,1344,Research & Development,7,3.0,Medical,4.0,Male,37,4.0,1.0,Research Scientist,4.0,Divorced,2089,5228,4,No,14,3.0,4.0,80,3.0,7,3,4.0,5,4,2,2,0,25068
5935,43,Non-Travel,1344,Research & Development,7,3.0,Medical,4.0,Male,37,4.0,1.0,Research Scientist,4.0,Divorced,2089,5228,4,No,14,3.0,4.0,80,3.0,7,3,4.0,5,4,2,2,1,25068
5936,29,Travel_Rarely,1283,Research & Development,23,3.0,Life Sciences,4.0,Male,54,3.0,1.0,Research Scientist,4.0,Single,2201,18168,9,No,16,3.0,4.0,80,0.0,6,4,3.0,1286,2,1,2,1,26412
5937,29,Travel_Rarely,1283,Research & Development,23,3.0,Life Sciences,4.0,Male,54,3.0,1.0,Research Scientist,4.0,Single,2201,18168,9,No,16,3.0,4.0,80,0.0,6,4,3.0,1286,2,1,2,1,26412
5938,29,Travel_Rarely,657,Research & Development,27,3.0,Medical,2.0,Female,66,3.0,2.0,Healthcare Representative,3.0,Married,4335,25549,4,No,12,3.0,1.0,80,1.0,1143,3,2.0,8,7,1,1,0,52020
5939,45,Travel_Rarely,1038,Research & Development,20,3.0,Medical,2.0,Male,95,1.0,3.0,Healthcare Representative,1.0,Divorced,10851,19863,2,Yes,18,3.0,2.0,80,1.0,24,2,3.0,7,7,0,1077,1,130212
5940,5933,Travel_Frequently,541,Sales,2,3.0,Marketing,2.0,Male,52,3.0,3.0,Sales Executive,2.0,Married,10596,15395,2,No,11,3.0,2.0,80,0.0,14,5,3.0,4,2,3,2,0,127152
5941,5933,Travel_Frequently,541,Sales,2,3.0,Marketing,2.0,Male,52,3.0,3.0,Sales Executive,2.0,Married,10596,15395,2,No,11,3.0,2.0,80,0.0,14,5,3.0,4,2,3,2,1,127152
5942,5933,Travel_Frequently,541,Sales,2,3.0,Marketing,2.0,Male,52,3.0,3.0,Sales Executive,2.0,Married,10596,15395,2,No,11,3.0,2.0,80,0.0,14,5,3.0,4,2,3,2,1,127152
5943,32,Travel_Rarely,827,Research & Development,1,1.0,Life Sciences,4.0,Male,71,3.0,1.0,Research Scientist,1.0,Single,2956,15178,1,No,13,3.0,4.0,80,0.0,1,2,3.0,1,0,9389,0,0,35472
5944,32,Travel_Rarely,827,Research & Development,1,1.0,Life Sciences,4.0,Male,71,3.0,1.0,Research Scientist,1.0,Single,2956,15178,1,No,13,3.0,4.0,80,0.0,1,2,3.0,1,0,9389,0,0,35472
5945,30,Travel_Rarely,911,Research & Development,1,2.0,Medical,4.0,Male,76,3.0,1.0,Laboratory Technician,2.0,Married,3748,4077,1,No,13,3.0,3.0,80,0.0,12,6,2.0,12,8,4704,7,0,44976
5946,30,Travel_Rarely,911,Research & Development,1,2.0,Medical,4.0,Male,76,3.0,1.0,Laboratory Technician,2.0,Married,3748,4077,1,No,13,3.0,3.0,80,0.0,12,6,2.0,12,8,4704,7,0,44976
5947,30,Travel_Rarely,911,Research & Development,1,2.0,Medical,4.0,Male,76,3.0,1.0,Laboratory Technician,2.0,Married,3748,4077,1,No,13,3.0,3.0,80,0.0,12,6,2.0,12,8,4704,7,1,44976
5948,40,Travel_Frequently,530,Research & Development,1,4.0,Life Sciences,3.0,Male,78,2.0,4.0,Healthcare Representative,2.0,Married,13503,14115,1,No,22,4.0,4.0,80,1.0,22,3,2.0,22,3,11,11,1,162036
5949,40,Travel_Frequently,530,Research & Development,1,4.0,Life Sciences,3.0,Male,78,2.0,4.0,Healthcare Representative,2.0,Married,13503,14115,1,No,22,4.0,4.0,80,1.0,22,3,2.0,22,3,11,11,0,162036
5950,40,Travel_Frequently,530,Research & Development,1,4.0,Life Sciences,3.0,Male,78,2.0,4.0,Healthcare Representative,2.0,Married,13503,14115,1,No,22,4.0,4.0,80,1.0,22,3,2.0,22,3,11,11,1,162036
5951,50,Travel_Rarely,410,Sales,289540,3.0,Marketing,4.0,Male,39,2.0,3.0,Sales Executive,1.0,Divorced,10854,16586,4,Yes,13,3.0,2.0,80,1.0,20,3,3.0,3,2,2,0,0,130248
5952,50,Travel_Rarely,410,Sales,289540,3.0,Marketing,4.0,Male,39,2.0,3.0,Sales Executive,1.0,Divorced,10854,16586,4,Yes,13,3.0,2.0,80,1.0,20,3,3.0,3,2,2,0,0,130248
5953,43,Travel_Frequently,775,Sales,15,3.0,Life Sciences,4.0,Male,47,2.0,2.0,Sales Executive,4.0,Married,6804,23683,3,No,18,3.0,3.0,80,1.0,7,5,3.0,2,2,1201,2,1,81648
5954,5614,Travel_Rarely,528,Human Resources,1,3.0,Life Sciences,3.0,Female,44,3.0,1.0,Human Resources,4.0,Divorced,3195,4167,4,Yes,18,3.0,1.0,80,3.0,8,2,3.0,2,2,2,2,0,38340
5955,5614,Travel_Rarely,528,Human Resources,1,3.0,Life Sciences,3.0,Female,44,3.0,1.0,Human Resources,4.0,Divorced,3195,4167,4,Yes,18,3.0,1.0,80,3.0,8,2,3.0,2,2,2,2,0,38340
5956,5007,Travel_Rarely,177,Research & Development,8,3.0,Life Sciences,1.0,Female,55,3.0,2.0,Manufacturing Director,2.0,Divorced,4765,23814,4,No,21,4.0,3.0,80,1.0,4,2,4.0,1,0,0,0,1,57180
5957,5007,Travel_Rarely,177,Research & Development,8,3.0,Life Sciences,1.0,Female,55,3.0,2.0,Manufacturing Director,2.0,Divorced,4765,23814,4,No,21,4.0,3.0,80,1.0,4,2,4.0,1,0,0,0,1,57180
5958,27,Travel_Frequently,472,Research & Development,1,1.0,Technical Degree,3.0,Male,60,2.0,2.0,Manufacturing Director,1.0,Married,4298,9679,5,No,19,3.0,3.0,80,1.0,6,1,3.0,2,2,2,0,1,51576
5959,27,Travel_Frequently,472,Research & Development,1,1.0,Technical Degree,3.0,Male,60,2.0,2.0,Manufacturing Director,1.0,Married,4298,9679,5,No,19,3.0,3.0,80,1.0,6,1,3.0,2,2,2,0,1,51576
5960,27,Travel_Frequently,472,Research & Development,1,1.0,Technical Degree,3.0,Male,60,2.0,2.0,Manufacturing Director,1.0,Married,4298,9679,5,No,19,3.0,3.0,80,1.0,6,1,3.0,2,2,2,0,0,51576
5961,3095,Travel_Frequently,1312,Research & Development,2,4.0,Technical Degree,4.0,Female,78,2.0,1.0,Research Scientist,1.0,Single,4968,26427,0,No,16,3.0,4.0,80,0.0,10,2,3.0,9,7,0,7,0,59616
5962,3095,Travel_Frequently,1312,Research & Development,2,4.0,Technical Degree,4.0,Female,78,2.0,1.0,Research Scientist,1.0,Single,4968,26427,0,No,16,3.0,4.0,80,0.0,10,2,3.0,9,7,0,7,1,59616
5963,38,Travel_Rarely,343,Research & Development,15,2.0,Life Sciences,3.0,Male,92,2.0,3.0,Research Director,4.0,Divorced,11510,15682,0,Yes,14,3.0,2.0,80,1.0,12,3,3.0,11,10,2,9,1,138120
5964,38,Travel_Rarely,343,Research & Development,15,2.0,Life Sciences,3.0,Male,92,2.0,3.0,Research Director,4.0,Divorced,11510,15682,0,Yes,14,3.0,2.0,80,1.0,12,3,3.0,11,10,2,9,1,138120
5965,38,Travel_Rarely,343,Research & Development,15,2.0,Life Sciences,3.0,Male,92,2.0,3.0,Research Director,4.0,Divorced,11510,15682,0,Yes,14,3.0,2.0,80,1.0,12,3,3.0,11,10,2,9,1,138120
